ticker,current_pe,forward_pe,market_cap,revenue,net_income,ebitda,gross_profit,roe,roa,roce,profit_margins,operating_margins,gross_margins,fcf_margin,fcf_to_net_income,gp_to_assets,asset_turnover,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,dividend_yield,payout_ratio,beta,sector,industry,debtor_days,inventory_days,days_payable,cash_conversion_cycle,working_capital_days,screener_roce,fixed_assets_ratio,investment_ratio,screener_debt_to_equity,screener_opm,screener_dividend_payout
SPCENET.NS,13.965518,,2286936832.0,1881812992,159876000,129590496.0,182844992,,,,0.084960006,0.04316,0.09716,,,,,0.227,1.5,1.096,0.597,,,,0.0,-0.046,Financial Services,Capital Markets,110.46,0.82,43.79,67.49,116.73,3.4,0.014409552787186405,0.5837304093231529,0.0070772896082965464,0.93,
SPECIALITY.NS,23.963133,,5016508416.0,4630597120,208846000,467262496.0,2088669952,,,,0.045100003,0.10503,0.45106,,,,,0.072,0.0,-0.081,42.426,,,1.11,0.23040001,-0.265,Consumer Cyclical,Restaurants,5.0,22.0,75.0,-48.0,-41.0,8.0,0.41398865784499056,0.31947069943289225,0.4341317365269461,18.0,
SPECTRUM.NS,48.195164,,19092316160.0,4971855872,395563008,721516480.0,1551629952,,,,0.07956,0.13701999,0.31208,,,,,0.762,2.744,2.738,76.093,,,,0.0,0.499,Industrials,Electrical Equipment & Parts,106.0,99.0,56.0,150.0,12.0,16.0,0.2778993435448578,0.010940919037199124,0.7592592592592593,14.0,
SPIC.NS,7.1789684,,14458464256.0,31261800448,2014099968,2874925056.0,7864300032,,,,0.06443,0.09625,0.25156,,,,,-0.054,0.407,0.404,34.524,,,2.85,0.2022,0.373,Basic Materials,Agricultural Inputs,1.0,13.0,37.0,-23.0,-9.0,16.0,0.29337844369260513,0.061865635572740454,0.39629302736098854,9.0,
SPLIL.NS,14.885168,,913202304.0,769816000,60378000,-74291000.0,97308000,,,,0.07843,-0.3346,0.12640001,,,,,-0.452,7.2,6.908,,,,,0.0,0.341,Consumer Cyclical,Apparel Manufacturing,60.11,4.22,11.67,52.67,60.24,4.55,0.25499865507038466,0.5197704653456469,0.0,-9.76,
SPLPETRO.NS,42.970974,28.598486,141971210240.0,53326315520,2675715072,3735022592.0,7887093248,,,,0.050180003,0.03408,0.1479,,,,,-0.089,-0.57,-0.572,6.558,,,1.39,0.5701,0.153,Basic Materials,Specialty Chemicals,34.0,51.0,65.0,20.0,35.0,19.0,,0.07160268129189519,0.0,8.0,
SPMLINFRA.NS,28.29178,,17331208192.0,7632178176,595030976,507238240.0,1210056960,,,,0.07796,0.10564,0.15855,,,,,0.233,1.365,1.046,43.718,,,,0.0,0.422,Industrials,Engineering & Construction,142.0,287.0,2184.0,-1755.0,122.0,9.0,0.014091595369904378,0.0291897332662305,0.44366197183098594,7.0,
SPORTKING.NS,15.931108,,18836043776.0,24878872576,1180647936,2747324928.0,7451815936,,,,0.04759,0.06489,0.29952,,,,,0.059,0.516,0.51,48.486,,,0.68,0.1076,0.557,Consumer Cyclical,Textile Manufacturing,66.0,90.0,15.0,141.0,88.0,12.0,0.3994459833795014,0.0016620498614958448,0.48484848484848486,11.0,
SREEL.NS,17.236467,23.329048,4202634752.0,2423862016,243663008,336251744.0,559651968,,,,0.100530006,0.15831,0.23089,,,,,0.142,0.208,0.21,0.495,,,0.55,0.0,0.137,Consumer Cyclical,Footwear & Accessories,1.0,20.0,16.0,5.0,-2.0,7.0,0.2940038684719536,0.6634429400386848,0.004132231404958678,13.0,
SRF.NS,42.12546,32.1829,748425183232.0,154846806016,17792200704,34413400064.0,73698697216,,,,0.1149,0.1625,0.47595,,,,,0.063,0.596,0.596,34.719,,,0.4,0.1266,0.026,Industrials,Conglomerates,55.0,115.0,100.0,70.0,15.0,14.0,0.5904418197725284,0.06550743657042869,0.2549443244141599,24.0,
SRHHYPOLTD.NS,8.9148,25.797026,8333519872.0,6642982912,947182976,882101760.0,2207220992,,,,0.14253001,0.13098,0.33226,,,,,0.02,0.115,0.102,1.283,,,0.61,0.0551,0.222,Basic Materials,Chemicals,59.0,49.0,18.0,90.0,79.0,15.0,0.09602076124567474,0.35207612456747406,0.01287128712871287,14.0,
SRM.NS,14.253264,,11520160768.0,8074022912,808079680,1287620736.0,3362503168,,,,0.100080006,0.16825001,0.41646,,,,,0.537,0.506,0.506,19.915,,,,0.0,0.025,Industrials,Engineering & Construction,27.0,82.0,65.0,44.0,70.0,31.0,0.2681318681318681,0.05714285714285714,0.20066889632107024,16.0,
SSDL.NS,9.202963,,2459939584.0,6339780096,270950016,333312512.0,811470016,,,,0.042740002,0.022839999,0.128,,,,,-0.207,-0.593,-0.593,3.465,,,6.2,0.5542,,Consumer Cyclical,Apparel Retail,51.0,86.0,63.0,74.0,71.0,29.0,0.018469656992084433,0.018469656992084433,0.047619047619047616,6.0,
SSWL.NS,17.774086,14.078948,33662658560.0,49421000704,1900295936,4840420864.0,17106582528,,,,0.03845,0.07028,0.34614,,,,,0.229,-0.026,-0.023,52.775,,,0.59,0.1038,0.225,Consumer Cyclical,Auto Parts,40.0,95.0,96.0,39.0,3.0,17.0,0.46054181389870436,0.004711425206124852,0.5522935779816514,10.0,
STALLION.NS,30.404041,,17470902272.0,4722515968,461928992,624135488.0,944033984,,,,0.09781,0.124560006,0.1999,,,,,0.229,-0.12,0.137,0.366,,,,0.0,,Basic Materials,Specialty Chemicals,102.0,128.0,27.0,203.0,193.0,20.0,0.059490084985835696,0.0,0.0031446540880503146,13.0,
STANLEY.NS,33.07143,,7934754304.0,4306999808,234000000,499249984.0,2424999936,,,,0.054330003,0.017339999,0.56304,,,,,-0.054,,,69.949,,,,0.0,,Consumer Cyclical,"Furnishings, Fixtures & Appliances",48.0,134.0,54.0,128.0,99.0,9.0,0.27153558052434457,0.299625468164794,0.18899521531100477,6.0,
STAR.NS,18.702002,14.299104,95619973120.0,47256059904,5114429952,8512755200.0,26556469248,,,,0.10823,0.15513,0.56197,,,,,0.036,1.295,1.298,65.787,,,0.39,0.0721,0.263,Healthcare,Drug Manufacturers - Specialty & Generic,248.0,145.0,163.0,230.0,83.0,5.0,0.15231152887013236,0.35449836946096297,0.39515113350125947,13.0,
STARCEMENT.NS,24.784483,21.904762,92961497088.0,36518207488,3683118080,9900588032.0,26134609920,,,,0.10086001,0.12649,0.71566004,,,,,0.224,7.409,7.27,21.388,,,0.87,0.1096,-0.091,Basic Materials,Building Materials,23.0,105.0,106.0,22.0,-48.0,-3.0,0.5492592592592592,0.1388888888888889,0.34873690696241527,18.0,
STARHEALTH.NS,55.602535,16.386293,309500248064.0,172679200768,4461499904,6773774848.0,33889200128,,,,0.025840001,0.037890002,0.19625999,,,,,0.102,-0.398,-0.404,6.183,,,,0.0,0.103,Financial Services,Insurance - Life,0.0,,,0.0,-44.0,9.0,,0.8778561354019746,0.0,3.0,
STARPAPER.NS,5.593288,3.3293698,2199169024.0,4114382080,390558016,237728000.0,1883330944,,,,0.09493,-0.010779999,0.45773998,,,,,-0.058,0.065,0.066,0.64,,,2.5,0.1399,-0.308,Basic Materials,Paper & Paper Products,5.0,225.0,35.0,194.0,81.0,8.0,0.5,0.28250591016548465,0.005698005698005698,6.0,
STARTECK.NS,12.480721,,2470050816.0,297063008,197898000,,297063008,,,,0.66617996,0.91661,1.0,,,,,1.162,1.06,1.059,108.108,,,0.1,0.0125,0.145,Financial Services,Credit Services,,,,,,,0.0,0.4619771863117871,0.0,,
STEELCAS.NS,32.885906,,29752799232.0,4336090112,904488000,1211578752.0,3280348928,,,,0.2086,0.24870001,0.75652003,,,,,-0.043,0.07,0.072,,,,0.59,0.18129998,-0.257,Basic Materials,Steel,95.0,219.0,162.0,152.0,117.0,33.0,0.36739659367396593,0.09245742092457421,0.0,28.0,
STEELCITY.NS,7.4163704,,1259327488.0,629806976,138568992,,616857024,,,,0.22002001,0.31327,0.97944,,,,,-0.053,-0.234,-0.233,8.717,,,4.8,0.4447,-0.097,Financial Services,Capital Markets,341.0,,,341.0,143.0,21.0,0.05392156862745098,0.04411764705882353,0.08620689655172414,28.0,
STEELXIND.NS,62.5,,12489947136.0,10635327488,193847008,1121555712.0,2480324096,,,,0.018229999,0.06442,0.23322001,,,,,-0.266,-0.846,-0.856,50.244,,,,0.0,0.125,Basic Materials,Steel,62.0,126.0,58.0,129.0,82.0,10.0,0.434971098265896,0.0,0.4766977363515313,11.0,
SURAKSHA.NS,45.44,36.883118,14790935552.0,2940973056,332953984,459303008.0,2507303936,,,,0.11321,0.17318001,0.85253996,,,,,0.292,0.22,0.223,51.3,,,,0.0,,Healthcare,Diagnostics & Research,22.0,101.0,176.0,-53.0,-14.0,18.0,0.6825396825396826,0.015873015873015872,0.49145299145299143,32.0,
SURANAT&P.NS,9.989418,,2563148032.0,416968992,261306000,42584248.0,151682000,,,,0.62668,-0.08111,0.36376998,,,,,5.22,5.75,4.311,3.738,,,,0.0,0.25,Utilities,Utilities - Independent Power Producers,40.0,,,40.0,115.0,1.0,0.10160427807486631,0.2994652406417112,0.06832298136645963,-11.0,
SURYALAXMI.NS,21.669117,,1108383744.0,8005754880,51100000,432262752.0,2908676096,,,,0.00638,0.0366,0.36332,,,,,-0.051,-0.432,-0.432,96.321,,,,0.0,0.379,Consumer Cyclical,Textile Manufacturing,83.0,154.0,98.0,139.0,35.0,7.0,0.3541666666666667,0.0,0.9595588235294118,6.0,
SURYAROSNI.NS,17.230665,12.714142,54781669376.0,75230003200,3176000000,5292299776.0,17623400448,,,,0.04222,0.057979997,0.23426001,,,,,0.032,-0.114,-0.114,4.928,,,2.2,0.37669998,0.435,Basic Materials,Steel,44.0,59.0,24.0,79.0,63.0,21.0,0.2533372025536854,0.0011607661056297156,0.04946150777822098,7.0,
SUYOG.NS,33.976658,,8869859328.0,2158876928,347945984,917655744.0,1472454016,,,,0.16117,0.42854,0.68205,,,,,0.145,-0.242,-0.148,62.308,,,0.24,0.0806,0.205,Communication Services,Telecom Services,119.0,150.0,321.0,-52.0,47.0,14.0,0.5714285714285714,0.017687074829931974,0.5414746543778802,60.0,
SUZLON.NS,23.576271,28.149488,763129626624.0,149845901312,32312600576,27050100736.0,53774798848,,,,0.21564,0.15637,0.35887,,,,,0.424,0.143,0.151,5.051,,,,0.0,0.479,Industrials,Specialty Industrial Machinery,132.0,164.0,191.0,104.0,48.0,36.0,0.052164487500846825,0.11164555246934489,0.010125889436234263,18.0,
SVLL.NS,156.54451,,6873232384.0,2024551936,28792000,199798496.0,1641363968,,,,0.01422,0.058130004,0.81073,,,,,0.514,,,570.803,,,,0.0,0.192,Industrials,Trucking,60.0,136.0,121.0,74.0,-35.0,17.0,0.6487603305785123,0.0,2.3783783783783785,25.0,
SWARAJENG.NS,24.577269,21.995565,48331165696.0,20071299072,1963100032,2721200128.0,4363599872,0.43234003,0.21509,,0.09781,0.1275,0.2174,,,,,0.202,0.201,0.201,0.419,2.057,1.244,2.78,0.6468,0.319,Consumer Cyclical,Auto Parts,37.0,17.0,58.0,-3.0,32.0,59.0,,0.05961251862891207,0.0,14.0,
SWELECTES.NS,18.296703,,10347134976.0,6735185920,538228992,1475367936.0,2798343936,,,,0.07991,0.15695,0.41548002,,,,,0.517,,,72.499,,,0.45,0.082399994,0.484,Technology,Solar,118.0,69.0,66.0,121.0,59.0,4.0,0.22115384615384615,0.40705128205128205,0.4238993710691824,9.0,
SYMPHONY.NS,34.496754,22.727272,58370691072.0,12936999936,1695000064,1835325056.0,6243299840,,,,0.12329,0.15084,0.48259,,,,,-0.26,,,0.639,,,1.42,0.48759997,0.254,Consumer Cyclical,"Furnishings, Fixtures & Appliances",27.0,78.0,55.0,50.0,-8.0,43.0,0.08452041785375118,0.5384615384615384,0.0,19.0,
SYNCOMF.NS,18.90411,,12972000256.0,5026360832,689579008,723991744.0,1997916032,,,,0.13719,0.1724,0.39749,,,,,-0.097,0.643,0.454,0.184,,,,0.0,0.67,Healthcare,Drug Manufacturers - Specialty & Generic,85.0,49.0,51.0,83.0,95.0,19.0,0.2749445676274945,0.328159645232816,0.0,15.0,
SYNGENE.NS,53.613976,33.521164,188086386688.0,37202001920,3520999936,9311250432.0,25408000000,,,,0.09465,0.12943,0.68297,,,,,-0.028,-0.874,-0.886,12.283,,,0.29,0.143,-0.157,Healthcare,Diagnostics & Research,51.0,62.0,143.0,-30.0,-59.0,13.0,0.4120249017038008,0.22395150720838794,0.06753246753246753,25.0,
SYRMA.NS,62.216427,46.47793,183841275904.0,42784079872,2821289984,4525862400.0,10612870144,,,,0.06594,0.11005,0.24806,,,,,0.454,0.945,1.107,11.483,,,0.16,0.098000005,-0.01,Technology,Electronic Components,185.0,95.0,271.0,10.0,0.0,6.0,0.15745360207543405,0.08181999600878068,0.09720229555236728,10.0,
TAINWALCHM.NS,17.901234,,1900864128.0,218078000,106267000,24881000.0,44548000,,,,0.48729,0.15751,0.20427999,,,,,1.196,20.294,19.7,,,,1.49,0.2643,-0.138,Basic Materials,Specialty Chemicals,24.0,43.0,2.0,64.0,57.0,4.0,0.015957446808510637,0.9521276595744681,0.0,11.0,
TAJGVK.NS,16.291458,111.793106,20327825408.0,4796249088,1253281024,1448452736.0,2802936064,,,,0.2613,0.28652,0.5844,,,,,0.06,-0.102,-0.102,11.957,,,0.61,0.1005,0.223,Consumer Cyclical,Lodging,14.0,79.0,872.0,-779.0,-31.0,21.0,0.4479495268138801,0.1156677181913775,0.12296296296296297,30.0,
TALBROAUTO.NS,19.843657,,20370290688.0,8406241792,990734976,1349984256.0,4017771008,,,,0.117860004,0.114259996,0.47794998,,,,,0.06,0.142,0.142,12.625,,,0.21,0.0436,0.039,Consumer Cyclical,Auto Parts,108.0,107.0,144.0,71.0,57.0,18.0,0.225,0.18229166666666666,0.13629160063391443,16.0,
TANLA.NS,13.355125,10.588115,67501056000.0,44177063936,5091458048,7237468160.0,8752227328,0.21409,0.10639,,0.11525,0.13497,0.19812,,,,,0.15,0.164,0.145,2.118,2.298,2.18,2.34,0.31379998,0.445,Technology,Software - Application,31.0,,,31.0,-50.0,22.0,,0.5697074010327022,0.0,2.0,
TARACHAND.NS,18.66959,,5032969728.0,2769321984,270120000,964368768.0,2541575936,,,,0.09754,0.13541001,0.91776,,,,,0.065,0.0,-0.004,96.243,,,0.63,0.0585,-0.395,Industrials,Farm & Heavy Construction Machinery,88.0,46.0,176.0,-42.0,20.0,17.0,0.7177242888402626,0.0,0.9558823529411765,35.0,
TARIL.NS,37.755104,26.85484,99955220480.0,25088000000,2643899904,3831800064.0,8139299840,0.19334999,0.09104,,0.10539,0.14242,0.32443002,,,,,0.157,-0.041,-0.052,29.595,1.815,1.143,0.06,0.0227,-0.501,Industrials,Electrical Equipment & Parts,130.0,121.0,65.0,187.0,99.0,21.0,,0.09817045961624275,0.0,14.0,
TARMAT.NS,38.467155,,1320886272.0,1127059968,38558000,54284248.0,230588000,,,,0.03421,0.05238,0.20459,,,,,0.045,2.833,2.34,6.468,,,,0.0,0.46,Industrials,Engineering & Construction,78.0,400.0,115.0,363.0,460.0,2.0,0.09722222222222222,0.0,0.06285714285714286,4.0,
TARSONS.NS,57.140995,16.834616,11644194816.0,4142769920,203440000,1013934976.0,2698040064,,,,0.04911,0.060060002,0.65126,,,,,0.128,-0.04,-0.042,63.182,,,,0.0,0.126,Healthcare,Medical Instruments & Supplies,86.0,419.0,36.0,469.0,37.0,9.0,0.4726090993500464,0.012070566388115135,0.41478129713423834,35.0,
TASTYBITE.NS,50.55977,,17962000384.0,5858509824,354880000,758819968.0,2251069952,,,,0.06058,0.13742,0.38424,,,,,0.002,0.342,0.342,20.737,,,0.03,0.0145000005,0.024,Consumer Defensive,Packaged Foods,49.0,91.0,54.0,85.0,76.0,11.0,0.4541577825159915,0.0,0.20689655172413793,11.0,
TATACHEM.NS,126.21284,30.246208,205460930560.0,146549997568,1620000000,18065000448.0,88549998592,,,,0.01228,0.01465,0.60423,,,,,-0.011,,,32.125,,,1.36,1.7296001,0.295,Basic Materials,Chemicals,21.0,293.0,241.0,73.0,-18.0,4.0,0.20088464570377507,0.646054129806429,0.10674455655868295,20.0,
TATACOMM.NS,43.459328,19.543728,452209475584.0,248027201536,10437600256,48224600064.0,85019598848,0.31131,0.04537,,0.04038,0.084359996,0.34278,,,,,0.094,-0.747,-0.747,335.485,0.49,0.368,1.58,0.6836,0.538,Communication Services,Telecom Services,68.0,,,68.0,-179.0,9.0,,0.3769132023304039,0.0,22.0,
TATACONSUM.NS,78.933975,56.270256,1135877160960.0,194650292224,14680699904,26454724608.0,79509700608,,,,0.07542,0.10982,0.40847,,,,,0.15,0.376,0.379,11.869,,,0.72,0.5563,0.357,Consumer Defensive,Packaged Foods,16.0,117.0,146.0,-13.0,9.0,10.0,0.33758963682627807,0.4718945176960444,0.04998840176293203,12.0,
TATAELXSI.NS,40.991966,26.305908,257436385280.0,37574238208,6284302848,8468495872.0,12974741504,0.21298,0.12470999,,0.16725,0.22268999,0.34530997,,,,,0.058,0.278,0.278,5.336,3.921,3.63,1.82,0.7434,0.353,Technology,Software - Application,86.0,0.0,,86.0,53.0,30.0,,0.0,0.0,22.0,
TATAINVEST.NS,84.053734,,364033146880.0,4034700032,4336799744,3614299904.0,4034700032,0.01438,0.00662,,1.07488,0.73079,1.0,,,,,1.539,0.689,0.692,,778.713,778.342,0.38,0.3151,0.118,Financial Services,Asset Management,0.0,,,0.0,-42.0,1.0,,0.9933593308466147,0.0,91.0,
TATAPOWER.NS,37.531593,27.466276,1423523708928.0,646242697216,37941100544,133298176000.0,233717907456,,,,0.058709998,0.13242,0.36166,,,,,-0.094,-0.252,-0.251,156.16,,,0.51,0.18969999,0.268,Utilities,Utilities - Independent Power Producers,25.0,,,25.0,-176.0,15.0,0.4269961694373164,0.27602365279482316,1.237883126524552,18.0,
TATASTEEL.NS,28.722824,12.1494255,2636548669440.0,2250879270912,91689402368,292182917120.0,1235657162752,,,,0.04073,0.09036,0.54897,,,,,0.063,7.308,7.231,99.699,,,1.7,0.4898,0.853,Basic Materials,Steel,4.0,154.0,139.0,20.0,-69.0,13.0,0.4180699591735182,0.32644598501898076,0.5244671179665958,22.0,
TATATECH.NS,44.41896,29.587425,235916115968.0,52189999104,5312900096,7574474752.0,13084699648,,,,0.1018,0.11485,0.25070998,,,,,0.037,-0.961,-0.961,6.918,,,1.44,0.6384,0.592,Technology,Information Technology Services,71.0,0.0,,71.0,29.0,67.0,0.036152356358941255,0.16569829997848073,0.05415617128463476,20.0,
TATVA.NS,93.7053,45.591652,30643593216.0,4795780096,327630016,669257472.0,2465129984,,,,0.06832,0.125,0.51402,,,,,0.529,107.167,108.891,11.004,,,0.08,0.0714,0.34,Basic Materials,Specialty Chemicals,76.0,228.0,60.0,244.0,139.0,0.0,0.5684326710816777,0.0011037527593818985,0.11323328785811733,15.0,
TBOTEK.NS,56.035103,35.78645,132649385984.0,23092490240,2431150080,3388907520.0,18595190784,,,,0.10528,0.10301,0.80525,,,,,0.858,0.075,0.074,51.855,,,,0.0,,Consumer Cyclical,Travel Services,259.0,,,259.0,-44.0,14.0,0.07439104674127715,0.07702435813034891,0.12545676004872108,8.0,
TBZ.NS,6.759259,49.15825,9742670848.0,29026009088,1441539968,2637326080.0,4972846080,,,,0.04966,0.11772,0.17132,,,,,0.144,1.696,1.699,118.113,,,1.54,0.1042,0.251,Consumer Cyclical,Luxury Goods,0.0,242.0,27.0,215.0,65.0,12.0,0.08199121522693997,0.005856515373352855,1.1676136363636365,10.0,
TCI.NS,16.225164,13.946074,71448477696.0,47830831104,4478810112,4882502656.0,6474780160,,,,0.09364,0.07591,0.13537,,,,,0.089,0.148,0.137,10.416,,,0.97,0.077199996,0.041,Industrials,Integrated Freight & Logistics,59.0,,,59.0,54.0,22.0,0.3633731451321028,0.14911328266377127,0.08733031674208144,11.0,
TCIEXP.NS,23.95976,17.918903,20131551232.0,12165999616,847600000,1175350016.0,1946599936,,,,0.06967,0.084189996,0.16,,,,,0.059,0.149,0.148,1.735,,,2.29,0.2284,0.231,Industrials,Integrated Freight & Logistics,68.0,,,68.0,40.0,16.0,0.47210743801652894,0.15702479338842976,0.009828009828009828,10.0,
TCPLPACK.NS,20.957846,,23882780672.0,17787502592,1141011968,2958320128.0,7599015936,,,,0.06415,0.12640001,0.42721,,,,,-0.018,-0.336,-0.336,103.305,,,1.13,0.2393,0.58,Consumer Cyclical,Packaging & Containers,96.0,77.0,78.0,94.0,24.0,20.0,0.44237695078031214,0.03241296518607443,0.9717682020802377,17.0,
TCS.NS,18.189035,14.939385,8954043170816.0,2670210056192,492099993600,723979993088.0,1076279967744,0.48395002,0.24429001,,0.18429,0.25277,0.40307,,,,,0.096,0.122,0.122,10.389,2.228,1.899,2.55,0.4632,0.272,Technology,Information Technology Services,94.0,,,94.0,34.0,77.0,0.11885108381987786,0.27575330514730556,0.11046813737068355,28.0,81.0
TDPOWERSYS.NS,81.9464,63.49727,181537439744.0,16152470528,2196045056,2940081152.0,5496052224,,,,0.13596,0.16845,0.34026,,,,,0.264,0.25,0.253,3.717,,,0.17,0.1174,0.295,Industrials,Specialty Industrial Machinery,140.0,141.0,98.0,183.0,127.0,28.0,0.14457831325301204,0.009922041105598866,0.03891891891891892,17.0,
TEAMLEASE.NS,15.76282,13.389643,20611422208.0,117943402496,1307399936,1154974976.0,2816999936,,,,0.011080001,0.0094800005,0.02388,,,,,0.031,0.468,0.467,13.1,,,,0.0,-0.139,Industrials,Staffing & Employment Services,12.0,,,12.0,0.0,12.0,0.056818181818181816,0.18527667984189725,0.08388520971302428,1.0,
TECHM.NS,27.181852,17.27915,1305886588928.0,568153997312,48108998656,90340999168.0,202369007616,0.16608,0.095249996,,0.084680006,0.13825,0.35619,,,,,0.126,0.159,0.16,7.269,1.902,1.504,3.46,0.8304,0.142,Technology,Information Technology Services,50.0,,,50.0,42.0,24.0,,0.3413246423244766,0.0,12.0,
TECHNOE.NS,31.771996,22.730495,149096054784.0,30573887488,4688316928,4485350400.0,6690307072,,,,0.16158001,0.1338,0.21882,,,,,0.371,0.242,0.242,1.573,,,0.7,0.2227,0.767,Industrials,Engineering & Construction,105.0,0.0,,105.0,161.0,17.0,0.00977088948787062,0.47995283018867924,0.008697876694806856,14.0,
TEGA.NS,55.867462,37.26152,126041735168.0,17012599808,2018909952,3303539968.0,9777770496,,,,0.118669994,0.055040002,0.57474,,,,,-0.014,-0.653,-0.637,20.696,,,0.12,0.0664,0.433,Industrials,Specialty Industrial Machinery,137.0,189.0,61.0,265.0,154.0,18.0,0.10699088145896657,0.4790273556231003,0.07163531114327062,21.0,
TEMBO.NS,14.87132,,9294981120.0,10182139904,790782016,1367963520.0,2692992000,,,,0.077659994,0.16212,0.26448,,,,,0.524,0.272,0.552,98.882,,,0.33,0.0248,0.643,Industrials,Metal Fabrication,56.0,72.0,29.0,98.0,38.0,27.0,0.04433497536945813,0.08866995073891626,1.081896551724138,12.0,
TERASOFT.NS,21.125233,,4263421440.0,1968728960,208680992,334231744.0,1680678016,,,,0.106000006,0.17889,0.85369,,,,,1.475,1.994,1.988,21.66,,,0.29,0.06,0.226,Technology,Information Technology Services,462.0,,,462.0,266.0,11.0,0.1,0.0,0.21641791044776118,16.0,
TEXMOPIPES.NS,7.1173778,,1363114496.0,3768580096,184404992,340705504.0,1164459008,,,,0.04893,0.06732,0.30899,,,,,0.001,0.065,0.008,28.688,,,,0.0,-0.035,Industrials,Building Products & Equipment,78.0,67.0,47.0,98.0,69.0,9.0,0.3425925925925926,0.06481481481481481,0.1590909090909091,6.0,
TEXRAIL.NS,24.009071,14.504108,43078819840.0,45566525440,1772339968,3835945472.0,10643313664,,,,0.038900003,0.073920004,0.23358,,,,,-0.215,-0.443,-0.442,31.207,,,0.71,0.1701,0.531,Industrials,Railroads,99.0,73.0,65.0,107.0,132.0,11.0,0.19217006945906126,0.05809303304567459,0.2914305949008499,8.0,
TGBHOTELS.NS,14.477612,,284078080.0,402016000,19654000,25153000.0,204258000,,,,0.04889,0.07097,0.50808,,,,,0.034,0.0,-0.031,24.265,,,,0.0,0.158,Consumer Cyclical,Lodging,68.57,169.48,184.76,53.29,535.61,4.3,0.15766720352632027,0.0,0.24267782426778245,16.22,
THANGAMAYL.NS,50.973816,33.71055,122836140032.0,70416400384,2403899904,3928025088.0,7269799936,,,,0.034140002,0.06437,0.103240006,,,,,1.122,0.92,1.174,96.321,,,0.32,0.16149999,0.594,Consumer Cyclical,Luxury Goods,1.0,164.0,3.0,162.0,54.0,14.0,0.0769704433497537,0.0,0.9631533847472151,6.0,
THEINVEST.NS,18.996479,,5636935168.0,2775312896,296903008,,2750964992,,,,0.106979996,0.17188999,0.99123,,,,,0.205,1.948,1.96,66.682,,,,0.0,0.077,Financial Services,Capital Markets,278.93,,,278.93,271.16,0.94,0.004428610794000708,0.93740896744479,0.09532405393649412,-16.61,
THEJO.NS,39.893024,,19414188032.0,6041095168,486409984,828465472.0,4786067968,,,,0.080520004,0.08686,0.79225,,,,,0.197,-0.324,-0.324,11.289,,,0.28,0.111499995,0.751,Industrials,Specialty Industrial Machinery,103.0,172.0,132.0,142.0,91.0,27.0,0.229064039408867,0.0812807881773399,0.10416666666666667,16.0,
THERMAX.NS,67.357086,56.271782,457916841984.0,103319396352,6819500032,9144349696.0,48581701632,,,,0.066,0.0765,0.47021,,,,,0.051,0.761,0.762,35.784,,,0.34,0.2313,0.007,Industrials,Conglomerates,96.0,40.0,115.0,21.0,-13.0,17.0,0.14225428804791723,0.3627824666485162,0.041112752338749385,8.0,
THOMASCOOK.NS,18.085106,14.384615,43557347328.0,86019096576,2447600128,3794050048.0,10517000192,,,,0.028450001,0.03455,0.12226,,,,,0.041,0.184,-0.159,21.708,,,0.48,0.0856,-0.249,Consumer Cyclical,Travel Services,59.0,,,59.0,-8.0,11.0,0.0660976143576275,0.20682862770847013,0.0410484668644906,2.0,
THOMASCOTT.NS,21.952223,,3842025984.0,2246950912,187202000,298494240.0,1109430016,,,,0.08331,0.11101,0.49375,,,,,0.459,,0.654,21.124,,,,0.0,0.065,Consumer Cyclical,Textile Manufacturing,146.0,227.0,64.0,309.0,234.0,20.0,0.0670391061452514,0.0,0.2125984251968504,13.0,
THYROCARE.NS,46.029922,33.333332,63664676864.0,7922500096,1374800000,2386425088.0,4203599872,,,,0.17353001,0.18514,0.53059,,,,,0.178,0.525,0.518,4.621,,,2.33,1.0724,0.284,Healthcare,Diagnostics & Research,40.0,93.0,141.0,-9.0,18.0,26.0,0.2457757296466974,0.40706605222734255,0.04263565891472868,32.0,
TI.NS,81.43607,42.562927,114934439936.0,18769393664,1131245952,3524304640.0,9249490944,,,,0.06027,0.15533,0.4928,,,,,0.95,,,2.445,,,0.22,0.1751,0.226,Consumer Defensive,Beverages - Wineries & Distilleries,104.0,191.0,170.0,126.0,96.0,28.0,0.14486578610992756,0.027268853855986364,0.02385685884691849,18.0,
TICL.NS,6.1294413,,3743249920.0,946600000,588800000,289750016.0,462600000,,,,0.62202,0.07733,0.4887,,,,,0.382,0.0,-0.04,,,,,0.0,0.425,Industrials,Engineering & Construction,189.0,,,189.0,431.0,21.0,0.01020408163265306,0.5595238095238095,0.1735357917570499,31.0,
TIIL.NS,20.35785,15.547858,55979139072.0,27495579648,2751976960,4689950720.0,14594308096,,,,0.10009,0.091809995,0.53079,,,,,0.028,0.301,0.31,43.315,,,0.8,0.16479999,0.17,Industrials,Tools & Accessories,91.0,114.0,49.0,156.0,38.0,19.0,0.15527661552766156,0.27522082752208277,0.24716855429713525,14.0,
