ticker,current_pe,forward_pe,market_cap,revenue,net_income,ebitda,gross_profit,roe,roa,roce,profit_margins,operating_margins,gross_margins,fcf_margin,fcf_to_net_income,gp_to_assets,asset_turnover,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,dividend_yield,payout_ratio,beta,sector,industry,debtor_days,inventory_days,days_payable,cash_conversion_cycle,working_capital_days,screener_roce,fixed_assets_ratio,investment_ratio,screener_debt_to_equity,screener_opm,screener_dividend_payout
TIINDIA.NS,96.08949,46.448277,573574545408.0,212261502976,5979200000,19845349376.0,67296899072,,,,0.028169999,0.07277,0.31705,,,,,0.207,-0.142,-0.143,27.724,,,0.16,0.113299996,-0.3,Industrials,Conglomerates,44.0,47.0,72.0,19.0,19.0,32.0,0.20770111651875178,0.4765244775264815,0.009404955688189547,13.0,
TIMETECHNO.NS,19.923077,16.602564,95888678912.0,59026419712,4464038912,8417716224.0,16834881536,,,,0.07563,0.12113,0.28521,,,,,0.128,0.239,0.254,21.955,,,0.65,0.1282,0.287,Consumer Cyclical,Packaging & Containers,101.0,112.0,61.0,152.0,113.0,12.0,0.3364975450081833,0.05662847790507365,0.30983015954709214,15.0,
TIMKEN.NS,59.244793,48.973843,256683933696.0,32925110272,4320790016,5674212352.0,12445219840,,,,0.13123,0.0922,0.37799,,,,,0.161,-0.266,-0.266,0.55,,,1.05,0.6267,0.33,Industrials,Tools & Accessories,81.0,124.0,76.0,129.0,107.0,21.0,0.37403903015966883,0.03548196333530455,0.00541907514450867,18.0,
TIPSMUSIC.NS,38.062428,27.897837,82617556992.0,3755149056,2167453952,2757952000.0,3108445952,0.92331004,0.48703,,0.5772,0.73416,0.82778,,,,,0.324,0.935,0.929,1.962,3.118,1.983,2.46,0.7665,0.144,Communication Services,Entertainment,33.0,,,33.0,192.0,122.0,,0.44324324324324327,0.0,67.0,
TIRUPATIFL.NS,87.60785,,5284750336.0,1480700032,60710000,116502248.0,693990016,,,,0.040999997,0.060560003,0.46869,,,,,0.859,0.231,0.541,21.318,,,,0.0,-0.257,Industrials,Metal Fabrication,55.0,159.0,68.0,145.0,106.0,12.0,0.32934131736526945,0.0,0.21008403361344538,10.0,
TITAGARH.NS,58.69102,26.927376,103860404224.0,33159600128,1827000064,3269900032.0,8820599808,,,,0.0548,0.09556,0.266,,,,,-0.078,-0.232,-0.235,25.09,,,0.13,0.0743,0.615,Industrials,Railroads,63.0,65.0,29.0,99.0,58.0,17.0,0.3104074746950428,0.09862444848170257,0.24528301886792453,11.0,
TITAN.NS,82.01869,62.238796,3892354482176.0,755800014848,47659999232,75017502720.0,161029996544,,,,0.06306,0.0986,0.21305999,,,,,0.433,0.608,0.608,223.018,,,0.25,0.2048,0.233,Consumer Cyclical,Luxury Goods,7.0,205.0,12.0,199.0,42.0,17.0,0.06133343649059012,0.18193071700740798,1.3889636608344549,10.0,
TNPETRO.NS,6.7260065,,7818521088.0,17964374016,1162503936,1469079296.0,8841922560,,,,0.06471,0.0588,0.49219,,,,,-0.085,0.7,0.699,33.127,,,1.38,0.0929,0.314,Basic Materials,Specialty Chemicals,17.0,34.0,26.0,26.0,-6.0,7.0,0.1850367401469606,0.07147628590514363,0.36486486486486486,8.0,
TOKYOPLAST.NS,82.87387,,874033792.0,735998016,10569000,55158500.0,359544000,,,,0.014359999,0.04427,0.48851,,,,,-0.1,,,58.69,,,,0.0,0.114,Consumer Cyclical,Packaging & Containers,74.69,164.71,29.59,209.81,39.13,4.54,0.3090779241390256,0.00047611490239644503,0.5809554344341135,10.53,
TOLINS.NS,13.642946,,4317524992.0,3186619904,360270016,490932512.0,821320000,,,,0.11306,0.14035,0.25774,,,,,0.338,-0.256,-0.037,4.609,,,,0.0,,Consumer Cyclical,Auto Parts,117.0,224.0,25.0,317.0,256.0,14.0,0.06790123456790123,0.19753086419753085,0.023255813953488372,11.0,
TORNTPHARM.NS,62.606037,64.72986,1418797121536.0,127420899328,22722500608,41027276800.0,96381902848,,,,0.17833,0.26703,0.75641,,,,,0.176,0.261,0.262,33.4,,,0.84,0.4768,0.188,Healthcare,Drug Manufacturers - Specialty & Generic,82.0,254.0,125.0,211.0,43.0,28.0,0.5492682926829269,0.03977485928705441,0.25014784151389713,38.0,
TORNTPOWER.NS,27.795425,29.758362,881831247872.0,290165784576,31577999360,56093773824.0,81770299392,,,,0.108830005,0.14614001,0.28181,,,,,0.043,0.307,0.352,53.715,,,1.15,0.3019,0.598,Utilities,Utilities - Independent Power Producers,28.0,,,28.0,19.0,17.0,0.4508303625771672,0.18427383126104976,0.3796584684781441,20.0,
TOTAL.NS,6.8309,,905529600.0,6231505920,132434000,189210256.0,430884000,,,,0.02125,0.02256,0.06915,,,,,-0.109,-0.235,-0.239,43.322,,,,0.0,-0.184,Industrials,Integrated Freight & Logistics,54.0,,,54.0,19.0,14.0,0.0913978494623656,0.20430107526881722,0.2719298245614035,3.0,
TOUCHWOOD.NS,16.967592,,812255360.0,715718016,47639000,68425000.0,715718016,,,,0.06656,0.093760006,1.0,,,,,-0.333,-0.454,-0.454,9.449,,,,0.0,-0.2,Communication Services,Advertising Agencies,40.03,,,40.03,56.41,18.51,0.18964597046788828,0.08290339797189113,0.0932183640177115,9.78,
TPHQ.NS,9.5,,624845184.0,1144043,-9884057,,554451,,,,0.0,0.14173001,0.48464,,,,,-0.811,10.612,9.965,,5.027,0.202,,0.0,,Industrials,Engineering & Construction,318.0,0.0,,318.0,373.0,4.0,0.07236842105263158,0.05263157894736842,0.0,2.0,
TPLPLASTEH.NS,19.120548,,5443829248.0,4006683904,278430016,444696256.0,659006016,,,,0.06949,0.10787,0.16448,,,,,0.222,0.247,0.254,14.357,,,1.46,0.2809,-0.172,Consumer Cyclical,Packaging & Containers,62.0,81.0,49.0,95.0,62.0,20.0,0.376,0.004,0.1437908496732026,12.0,
TRANSRAILL.NS,18.51456,15.686353,80238116864.0,68904796160,4330800128,8424030208.0,21359800320,,,,0.06285,0.118039995,0.30999002,,,,,0.326,0.094,0.177,39.105,,,0.13,0.0248,,Industrials,Engineering & Construction,91.0,76.0,333.0,-166.0,48.0,35.0,0.07191077194012327,0.000293513354857646,0.3840682788051209,12.0,
TREJHARA.NS,57.85978,,3781507072.0,1396187008,63133000,48179752.0,176344000,,,,0.04522,0.03197,0.1263,,,,,4.264,0.109,0.824,4.025,,,,0.0,0.033,Technology,Software - Application,120.17,,,120.17,298.45,2.39,0.020841712676880324,0.16322351822735748,0.06011194937941105,2.46,
TREL.NS,10.652174,,6621494272.0,830800000,621600000,373449984.0,752099968,,,,0.71762,0.2811,0.90527,,,,,-0.1,0.222,0.237,,,,,0.0,-0.219,Real Estate,Real Estate Services,5.0,,,5.0,-80.0,3.0,0.20824135393671817,0.4444444444444444,0.0,-6.0,
TRENT.NS,87.78836,55.54081,1474561966080.0,200742092800,17196500992,36733898752.0,88094998528,0.27126,0.13667,,0.08566,0.10954001,0.43885,,,,,0.192,0.258,0.258,36.034,1.264,0.307,0.14,0.1034,0.207,Consumer Cyclical,Apparel Retail,1.0,76.0,41.0,36.0,9.0,29.0,,0.2012079689894528,0.0,18.0,
TRF.NS,48.722736,,2900652800.0,927564032,59550000,235900992.0,849092992,,,,0.0642,0.30136,0.9154,,,,,-0.147,-0.49,-0.49,143.707,,,,0.0,0.24,Industrials,Specialty Industrial Machinery,93.0,,,93.0,-175.0,20.0,0.06666666666666667,0.2515151515151515,1.5443037974683544,23.0,
TRIDENT.NS,32.475,25.98,132383277056.0,69328601088,4083899904,9249449984.0,32849600512,,,,0.058909997,0.042919997,0.47382,,,,,-0.056,-0.4,-0.445,34.742,,,1.93,0.625,-0.194,Consumer Cyclical,Textile Manufacturing,16.0,126.0,35.0,106.0,30.0,9.0,0.6038391987759076,0.03741827792460704,0.3420138888888889,13.0,
TRIGYN.NS,63.548386,3.1436172,1819436928.0,9652174848,28633000,45015500.0,4725125120,,,,0.00405,-0.00215,0.48953998,,,,,0.248,-0.438,-0.44,0.885,,,,0.0,0.419,Technology,Information Technology Services,148.0,,,148.0,51.0,5.0,0.020833333333333332,0.3993055555555556,0.02040816326530612,7.0,
TRITURBINE.NS,53.2282,41.52813,182408134656.0,20395370496,3416679936,4315129856.0,9954240512,,,,0.16752,0.19984,0.48806,,,,,0.24,-0.01,-0.003,2.946,,,0.78,0.3711,0.149,Industrials,Specialty Industrial Machinery,72.0,79.0,113.0,38.0,57.0,48.0,0.15408479834539815,0.19286452947259566,0.0017921146953405018,24.0,
TRIVENI.NS,29.457916,25.030304,90451189760.0,64118001664,2974299904,5867700224.0,16225699840,,,,0.04639,0.07752,0.25305998,,,,,0.165,0.979,0.748,24.554,,,0.97,0.17860001,0.309,Consumer Defensive,Confectioners,34.0,233.0,37.0,230.0,81.0,9.0,0.4324766355140187,0.035046728971962614,0.16893644617380027,9.0,
TTKHLTCARE.NS,21.16464,,12787951616.0,8296560128,600667008,225542496.0,4231133952,,,,0.072399996,0.02349,0.50999,,,,,0.022,-0.371,-0.371,2.472,,,1.11,0.2352,0.171,Healthcare,Drug Manufacturers - General,41.0,107.0,106.0,43.0,48.0,9.0,0.06018518518518518,0.009259259259259259,0.02488479262672811,3.0,
TTKPRESTIG.NS,82.65139,31.278763,69160239104.0,28939599872,831299968,2322374912.0,12100899840,,,,0.02873,0.06505,0.41814,,,,,0.102,-0.438,-0.437,9.993,,,1.19,0.9852,0.141,Consumer Cyclical,"Furnishings, Fixtures & Appliances",35.0,131.0,56.0,111.0,61.0,13.0,0.20124320124320125,0.16200466200466201,0.048614741244119186,10.0,
TVSHLTD.NS,18.646957,,287639830528.0,468307902464,15511700480,3795049984.0,142016200704,,,,0.0332,0.00457,0.30325,,,,,0.349,0.277,0.277,315.772,,,0.6,0.12189999,0.445,Consumer Cyclical,Auto Parts,8.0,0.0,,8.0,-109.0,21.0,0.003729951510630362,0.9242819843342036,0.5763125763125763,87.0,
TVSMOTOR.NS,57.45311,37.821808,1659490009088.0,524814811136,28841598976,74491822080.0,198764593152,,,,0.055159997,0.13137001,0.37873,,,,,0.317,0.487,0.486,346.085,,,0.34,0.16469999,0.089,Consumer Cyclical,Auto Manufacturers,13.0,24.0,87.0,-50.0,-42.0,35.0,0.2389005418633106,0.45350463205733266,0.37259541199465074,13.0,
TVSSCS.NS,55.04808,30.945946,50515111936.0,104695799808,919699968,3291375104.0,16346500096,,,,0.00878,0.02157,0.15613,,,,,0.111,,,112.34,,,,0.0,0.737,Industrials,Integrated Freight & Logistics,55.0,,,55.0,-15.0,4.0,0.10644180259883881,0.622338954935029,0.143669446550417,6.0,
TVSSRICHAK.NS,66.09589,40.376568,29556213760.0,34807898112,447300000,2610874880.0,13989399552,,,,0.01285,0.04567,0.4019,,,,,0.142,,,68.917,,,0.43,0.2892,0.666,Consumer Cyclical,Auto Parts,36.0,149.0,101.0,84.0,-14.0,6.0,0.3938968782883199,0.17222027358821465,0.6173986486486487,8.0,
TVTODAY.NS,39.310345,5.757576,6802222080.0,8444000256,173300000,218475008.0,3547599872,,,,0.0136,0.025150001,0.42013,,,,,-0.103,,,1.895,,,2.64,1.0345,-0.066,Communication Services,Broadcasting,80.0,,,80.0,104.0,12.0,0.13751169317118803,0.1992516370439663,0.019340159271899887,3.0,
UBL.NS,94.12678,57.843468,384762380288.0,93128499200,4089600000,8365524992.0,39024898048,,,,0.043909997,0.07564,0.41904,,,,,0.036,1.11,1.109,17.864,,,0.69,0.6464,0.108,Consumer Defensive,Beverages - Brewers,117.0,325.0,231.0,211.0,50.0,14.0,0.21956601691798455,0.0018389113644722325,0.17911479944674966,9.0,
UDS.NS,11.422158,8.492059,10653083648.0,29057060864,920800000,1280567552.0,4663130112,,,,0.031689998,0.04009,0.16048001,,,,,0.104,-0.702,-0.703,4.984,,,,0.0,0.483,Industrials,Specialty Business Services,89.0,,,89.0,43.0,9.0,0.04301948051948052,0.3465909090909091,0.014689265536723164,3.0,
UFLEX.NS,11.12662,7.9064827,32235208704.0,149407088640,2896485120,17358252032.0,56807436288,,,,0.01939,0.06702,0.38022,,,,,-0.043,-0.736,-0.736,120.69,,,0.67,0.0748,0.476,Consumer Cyclical,Packaging & Containers,109.0,64.0,70.0,103.0,29.0,9.0,0.33862372567191845,0.04969879518072289,1.1902026005443,10.0,
UFO.NS,14.104536,2.4481344,2775643392.0,4456771072,197324000,635977280.0,2344090112,,,,0.04428,0.08045,0.52596,,,,,-0.049,-0.583,-0.582,29.853,,,,0.0,-0.358,Communication Services,Entertainment,85.0,,,85.0,-15.0,6.0,0.3217726396917148,0.08863198458574181,0.32974910394265233,15.0,
UGARSUGAR.NS,24.742857,,4871249920.0,16057662464,189352000,865660736.0,2026008960,,,,0.01179,0.085030004,0.12617,,,,,0.222,2.05,2.04,256.285,,,,0.0,0.043,Consumer Defensive,Confectioners,33.0,178.0,38.0,173.0,-30.0,3.0,0.3520408163265306,0.006377551020408163,2.573099415204678,6.0,
ULTRACEMCO.NS,41.88003,26.491024,3411485130752.0,885115322368,81656397824,170202300416.0,517260115968,0.10593,0.05624,,0.092259996,0.17024,0.5844,,,,,0.03,,0.453,29.432,0.746,0.331,0.67,0.2793,0.479,Basic Materials,Building Materials,22.0,181.0,189.0,13.0,-39.0,13.0,,0.12702929275016525,0.0,19.0,
UMESLTD.NS,45.76923,,159048928.0,6735000,3286130,2006957.0,4352500,,,,0.48792,0.4637,0.64625,,,,,0.746,-0.5,-0.452,2.889,,,,0.0,-0.42,Consumer Defensive,Education & Training Services,0.0,,,0.0,-1579.33,2.0,0.0006116207951070336,0.981651376146789,0.030780243378668574,26.87,
UNICHEMLAB.NS,9.305189,,27391356928.0,22139099136,2948999936,2103350016.0,11385600000,,,,0.13319999,0.02596,0.51428,,,,,-0.022,3.575,3.569,20.616,,,,0.0,-0.212,Healthcare,Drug Manufacturers - Specialty & Generic,157.0,267.0,120.0,305.0,202.0,7.0,0.39921849560403777,0.015304461087593618,0.03714403631861329,7.0,
UNIDT.NS,22.809685,,4112398336.0,1689154944,180710000,289942752.0,610937024,,,,0.106979996,0.15541,0.36168,,,,,0.491,1.053,1.062,11.201,,,0.89,0.2029,0.351,Energy,Oil & Gas Equipment & Services,185.0,470.0,83.0,572.0,383.0,8.0,0.14322916666666666,0.0026041666666666665,0.11152416356877323,16.0,
UNIECOM.NS,52.342697,31.160534,10470367232.0,1979840000,204150000,316364992.0,1271209984,,,,0.10311,0.15821,0.64208,,,,,0.722,0.125,0.166,5.913,,,,0.0,,Technology,Software - Application,21.0,,,21.0,62.0,24.0,,0.7759336099585062,0.0,31.0,
UNIENTER.NS,37.649124,,7462269952.0,787608000,198382000,-44958500.0,4641000,,,,0.25188,-8.5719595,0.0058899997,,,,,-0.974,,,,,,0.47,0.1754,0.149,Basic Materials,Chemicals,0.0,0.0,,0.0,-6.0,0.0,0.06144496961512492,0.9233625928426739,0.000351493848857645,-6.0,
UNIMECH.NS,76.321396,46.827103,50963681280.0,2270599936,663830016,580804480.0,1528129024,,,,0.29236,-0.1583,0.67301005,,,,,-0.374,-0.861,-0.847,16.073,,,,0.0,,Industrials,Aerospace & Defense,10.0,243.0,102.0,152.0,367.0,8.0,0.11247803163444639,0.5289982425307557,0.03148148148148148,5.0,
UNIPARTS.NS,18.71714,,24081559552.0,10842760192,1299990016,1778052480.0,6858100224,,,,0.119890004,0.15889,0.63251,,,,,0.349,0.738,0.741,13.13,,,2.85,0.5471,0.486,Industrials,Farm & Heavy Construction Machinery,46.0,207.0,107.0,146.0,47.0,16.0,0.20275344180225283,0.38172715894868586,0.09411764705882353,12.0,
UNITDSPR.NS,54.740314,46.894806,965988843520.0,129190002688,17200001024,21892499456.0,61519998976,,,,0.13314,0.14050001,0.47619998,,,,,0.076,0.246,0.248,4.898,,,0.91,0.4955,0.217,Consumer Defensive,Beverages - Wineries & Distilleries,104.0,197.0,184.0,117.0,53.0,26.0,0.10433562071116656,0.11525265127885215,0.05106858846918489,18.0,
UNITEDTEA.NS,12.011585,,2641934336.0,655233984,144804000,129379000.0,495974016,,,,0.221,0.18264,0.75694,,,,,0.036,0.178,0.178,,,,0.56,0.0678,,Consumer Defensive,Farm Products,28.0,62.0,22.0,68.0,39.0,10.0,0.17479674796747968,0.6260162601626016,0.0,22.0,
UNIVASTU.NS,23.549488,,2483087104.0,1856318976,167511008,338809248.0,567569984,,,,0.09024,0.1724,0.30575,,,,,0.337,0.719,0.817,43.706,,,,0.0,0.204,Industrials,Engineering & Construction,29.0,0.0,,29.0,173.0,12.0,0.04081632653061224,0.03571428571428571,0.3333333333333333,14.0,
UNIVCABLES.NS,18.440186,56.325706,29040033792.0,28564324352,1574802048,2541104128.0,7285801984,,,,0.05513,0.06506,0.25507,,,,,0.264,0.719,0.718,54.171,,,0.48,0.0881,0.395,Industrials,Electrical Equipment & Parts,138.0,79.0,64.0,153.0,79.0,11.0,0.12419781049452623,0.1513778784446961,1.119205298013245,9.0,
UNOMINDA.NS,56.576942,42.10851,643247898624.0,188495003648,11375299584,21134274560.0,66317000704,,,,0.060349997,0.07463,0.35182,,,,,0.199,0.186,0.19,43.136,,,0.22,0.1141,0.247,Consumer Cyclical,Auto Parts,54.0,47.0,64.0,37.0,15.0,19.0,0.4313785379759723,0.11311341885563021,0.3787405911510923,11.0,
UPL.NS,30.705065,14.887499,542968250368.0,490770006016,16209999872,72712503296.0,244110000128,,,,0.0358,0.1309,0.49740002,,,,,0.125,-0.517,-0.522,79.613,,,0.93,0.2865,0.524,Basic Materials,Agricultural Inputs,253.0,38.0,243.0,48.0,175.0,1.0,0.03908811742049654,0.2796023525737782,0.07149148561362302,6.0,
URAVIDEF.NS,60.426086,,1584371968.0,401608000,26180000,46795500.0,215706000,,,,0.06519,0.025050001,0.53711,,,,,0.018,0.292,0.212,45.279,,,,0.0,0.087,Consumer Cyclical,Auto Parts,112.46,422.56,42.53,492.49,100.01,7.52,0.17224880382775118,0.14479979853941072,0.49930761622156283,11.7,
USHAMART.NS,31.197773,23.64116,136371331072.0,36078800896,4369800192,6250149888.0,17327900672,,,,0.11618,0.16044001,0.48028,,,,,0.066,0.161,0.162,8.912,,,0.66,0.2091,0.128,Basic Materials,Steel,45.0,106.0,34.0,117.0,75.0,27.0,0.35370741482965934,0.07565130260521043,0.03270440251572327,20.0,
UTIAMC.NS,30.216284,16.152948,122094862336.0,16980500480,4041200128,8085700096.0,11453599744,0.09776,0.0885,,0.23798999,0.38298,0.67450994,,,,,0.067,,,3.129,1.817,1.63,2.74,0.8278,0.406,Financial Services,Asset Management,8.0,,,8.0,-36.0,21.0,,0.8284781516825716,0.0,62.0,
UTTAMSUGAR.NS,8.764122,,9790201856.0,22983374848,1113810944,2485255936.0,5675918848,,,,0.048460003,0.08618,0.24695998,,,,,0.227,-0.039,-0.039,34.457,,,0.97,0.0856,0.082,Consumer Defensive,Confectioners,14.0,316.0,84.0,246.0,26.0,12.0,0.6179129005751849,0.05094494658997535,0.29118773946360155,11.0,
UYFINCORP.NS,8.529411,,2758455808.0,1083079040,319331008,458834496.0,604694016,,,,0.29483998,0.52711,0.55831003,,,,,1.724,7.0,7.045,1.149,,,,0.0,-0.039,Financial Services,Credit Services,,,,,,,0.013927576601671309,0.0584958217270195,0.0,,
V2RETAIL.NS,45.843822,2.2348864,71713259520.0,27687327744,1503948032,2954992384.0,8218003968,,,,0.05432,0.13772,0.29681,,,,,0.572,0.971,0.994,339.244,,,,0.0,0.185,Consumer Cyclical,Apparel Retail,0.0,140.0,85.0,56.0,19.0,17.0,0.550104821802935,0.006289308176100629,3.3564102564102565,15.0,
VADILALIND.NS,27.717297,,33854679040.0,13695299584,1222400000,1984875008.0,6657999872,,,,0.08926,0.01609,0.48615003,,,,,0.167,,,25.978,,,0.45,0.123500004,0.024,Consumer Defensive,Packaged Foods,41.0,152.0,77.0,115.0,70.0,29.0,0.4386422976501306,0.10704960835509138,0.1446886446886447,11.0,
VAIBHAVGBL.NS,17.60824,4.503926,36404453376.0,36068741120,2090726016,2749776128.0,23389605888,,,,0.05797,0.10363,0.64847,,,,,0.091,0.404,0.407,15.726,,,2.76,0.48430002,0.026,Consumer Cyclical,Luxury Goods,115.0,111.0,70.0,155.0,112.0,21.0,0.06281661600810537,0.3363728470111449,0.1664392905866303,5.0,
VAISHALI.NS,126.666664,,991512192.0,1140912000,-5089000,-20527750.0,127435000,,,,-0.00446,0.058119997,0.1117,,,,,-0.117,0.02,-0.086,23.153,,,,0.0,-0.013,Healthcare,Drug Manufacturers - Specialty & Generic,172.0,20.0,116.0,77.0,231.0,5.0,0.01639344262295082,0.040983606557377046,0.23880597014925373,-2.0,
VAKRANGEE.NS,62.909092,,7495687168.0,2611998976,117754000,271017504.0,513374016,,,,0.04508,0.05288,0.19654,,,,,-0.114,2.0,1.674,1.919,,,,0.0,0.246,Technology,Information Technology Services,4.0,,,4.0,-50.0,9.0,0.42803030303030304,0.2196969696969697,0.0,16.0,
VALIANTORG.NS,31.543224,,7565575168.0,7247934976,217140000,794763008.0,2707674880,,,,0.02996,0.03434,0.37358,,,,,-0.148,0.287,-0.333,31.902,,,,0.0,0.19,Basic Materials,Chemicals,88.0,71.0,117.0,43.0,-16.0,3.0,0.6550424128180962,0.060320452403393024,0.2948148148148148,11.0,
VARDHACRLC.NS,30.433073,,3106058752.0,3071752960,136214000,58804752.0,851678016,,,,0.04434,0.08285,0.27726,,,,,-0.067,0.878,0.867,,,,4.01,1.1811,-0.026,Consumer Cyclical,Textile Manufacturing,11.0,149.0,123.0,37.0,-1.0,7.0,0.17404129793510326,0.40117994100294985,0.0,2.0,
VARDMNPOLY.NS,49.642857,,3356982016.0,2530533888,77842000,178498256.0,358815008,,,,0.03076,-0.032509997,0.14179,,,,,-0.329,,-0.994,,,,,0.0,0.35,Consumer Cyclical,Textile Manufacturing,5.0,77.0,171.0,-88.0,-88.0,,0.34615384615384615,0.0,,4.0,
VARROC.NS,45.954033,20.102947,80960716800.0,86216097792,1762899968,7589182464.0,29820950528,,,,0.020450002,0.056750003,0.34589002,,,,,0.102,,,53.145,,,0.19,0.0867,0.24,Consumer Cyclical,Auto Parts,26.0,44.0,94.0,-25.0,-32.0,20.0,0.38516902944383863,0.18386041439476555,0.3839750260145682,11.0,
VASCONEQ.NS,12.202941,,9637420032.0,10828006400,763929984,729212032.0,1435811968,,,,0.07158,0.046230003,0.13260001,,,,,-0.154,-0.879,-0.877,24.443,,,,0.0,0.346,Industrials,Engineering & Construction,72.0,237.0,192.0,117.0,199.0,8.0,0.034807149576669805,0.03998118532455315,0.18864468864468864,7.0,
VBL.NS,54.808914,42.59785,1746279464960.0,226926346240,31823560704,51844702208.0,125606232064,,,,0.14024,0.18491,0.55351,,,,,0.181,0.2,0.201,12.705,,,0.39,0.1594,-0.014,Consumer Defensive,Beverages - Non-Alcoholic,7.0,90.0,24.0,72.0,56.0,19.0,0.5160476190476191,0.17952380952380953,0.021530590492432316,26.0,
VCL.NS,4.6969695,,284815936.0,164196992,60530000,19351000.0,24390000,,,,0.36863998,0.26063,0.14854,,,,,,,,63.082,,,,0.0,0.238,Consumer Cyclical,Textile Manufacturing,971.94,0.0,,971.94,1177.04,1.77,0.00021881838074398248,0.11531728665207876,0.6304849884526559,11.57,
VEDL.NS,7.581228,3.3070166,1066010869760.0,799870025728,47750000640,298830004224.0,464119988224,0.20403999,0.05705,,0.21742001,0.26551,0.58024,,,,,-0.381,0.922,0.923,48.044,1.32,0.136,12.52,0.6385,,Basic Materials,Other Industrial Metals & Mining,10.0,93.0,58.0,45.0,-126.0,19.0,0.3058978325420956,0.3937874504365143,0.7056408039766587,15.0,
VEEDOL.NS,12.594035,,24183685120.0,20935600128,1938599936,2194024960.0,8392999936,,,,0.0926,0.079780005,0.4009,,,,,0.115,0.167,0.166,2.144,,,4.92,0.491,0.433,Basic Materials,Specialty Chemicals,45.0,113.0,40.0,118.0,102.0,19.0,0.1407035175879397,0.21608040201005024,0.02656042496679947,5.0,
VENKEYS.NS,43.31245,29.390018,22398863360.0,34700062720,511809984,862791232.0,7809715200,,,,0.01475,0.063140005,0.22506,,,,,0.089,1.383,1.384,13.056,,,0.63,0.2753,0.387,Consumer Defensive,Farm Products,61.0,37.0,44.0,55.0,55.0,11.0,0.301707779886148,0.05075901328273245,0.12474155754651964,3.0,
VENTIVE.NS,39.14231,31.84807,143884976128.0,23896180736,3687620096,11000309760.0,18011879424,,,,0.15432,0.33074,0.75376,,,,,0.284,3.717,4.237,42.178,,,,0.0,,Consumer Cyclical,Lodging,22.0,,,22.0,-50.0,10.0,0.10545774647887324,0.6899647887323944,0.19039339274070854,49.0,
VENUSPIPES.NS,28.152552,19.575136,28443219968.0,11246080000,1001710016,1858254976.0,3765839872,,,,0.08906999,0.14406,0.33486,,,,,0.283,0.413,0.425,42.716,,,0.07,0.020499999,-0.416,Basic Materials,Steel,73.0,196.0,137.0,132.0,62.0,25.0,0.30753968253968256,0.002976190476190476,0.3615819209039548,16.0,
VENUSREM.NS,16.924492,,12928349184.0,7028460032,762846976,1103658496.0,3306174976,,,,0.10854,0.17175,0.4704,,,,,0.019,0.361,0.305,2.42,,,,0.0,0.044,Healthcare,Drug Manufacturers - Specialty & Generic,57.0,98.0,67.0,88.0,97.0,12.0,0.27904040404040403,0.24368686868686867,0.0016025641025641025,15.0,
VERTOZ.NS,9.764706,,4244453888.0,2833486080,257362000,275921504.0,614324992,,,,0.09083,0.111379996,0.21681,,,,,0.139,-0.2,-0.158,8.016,,,,0.0,0.972,Technology,Software - Infrastructure,307.1,,,307.1,336.18,4.87,0.052805974859306784,0.35775522011255456,0.23763816172193133,15.02,
VESUVIUS.NS,39.44743,26.358974,104321851392.0,21043300352,2640800000,3621700096.0,8863500288,0.17066,0.0951,,0.12549,0.14807001,0.42119998,,,,,0.083,0.339,0.339,0.826,3.205,2.42,0.29,0.111499995,0.313,Industrials,Specialty Industrial Machinery,84.0,92.0,114.0,62.0,69.0,21.0,0.28930232558139535,0.0,0.008413461538461538,17.0,12.0
